Customer.ID,Gender,Age,Married,Number.of.Dependents,City,Zip.Code,Latitude,Longitude,Number.of.Referrals,Tenure.in.Months,Offer,Phone.Service,Avg.Monthly.Long.Distance.Charges,Multiple.Lines,Internet.Service,Internet.Type,Avg.Monthly.GB.Download,Online.Security,Online.Backup,Device.Protection.Plan,Premium.Tech.Support,Streaming.TV,Streaming.Movies,Streaming.Music,Unlimited.Data,Contract,Paperless.Billing,Payment.Method,Monthly.Charge,Total.Charges,Total.Refunds,Total.Extra.Data.Charges,Total.Long.Distance.Charges,Total.Revenue,Customer.Status,Churn.Category,Churn.Reason
3982-JGSFD,1,37,0,0,Madera,93638,37.004068,-119.930027,0,36,0,1,12.72,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,20.35,695.85,0,0,457.92,1153.77,2,3,14
3982-XWFZQ,0,30,1,0,Denair,95316,37.524721,-120.757977,2,42,2,1,10.79,2,1,0,41,1,1,1,1,1,1,1,2,0,1,0,50.25,2203.65,28.49,0,453.18,2628.34,0,1,5
3985-HOYPM,1,29,0,0,Washington,95986,39.34128,-120.786867,0,26,0,1,6.38,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.4,525.55,4.25,0,165.88,687.18,2,3,14
3987-KQDDU,1,58,0,0,Sonoma,95476,38.25485,-122.461799,0,9,0,1,21.11,1,1,2,6,2,1,1,1,1,1,1,2,0,0,0,75.6,661.55,0,0,189.99,851.54,2,3,14
3988-RQIXO,0,68,0,0,Corona Del Mar,92625,33.600987,-117.862734,0,1,0,1,43.61,1,1,2,2,1,1,1,1,2,2,2,2,0,1,0,91.3,91.3,0,0,43.61,134.91,0,0,0
3990-QYKBE,1,74,1,0,La Canada Flintridge,91011,34.234912,-118.153729,3,37,0,1,49.37,2,1,2,4,1,1,1,1,2,2,2,2,0,1,0,92.5,3473.4,0,0,1826.69,5300.09,0,1,2
3992-YWPKO,0,55,0,0,Atwater,95301,37.321233,-120.656354,0,6,5,1,20.36,2,1,2,10,1,2,2,2,2,2,2,2,0,1,1,109.9,669.45,0,0,122.16,791.61,0,1,2
3995-WFCSM,0,28,0,0,San Jacinto,92582,33.806708,-117.02007,0,2,0,1,15.25,1,1,1,82,1,1,2,1,1,2,2,2,0,0,0,60.85,111.4,0,0,30.5,141.9,1,3,14
3996-ZNWYK,1,77,1,1,Sacramento,95832,38.445939,-121.496855,5,71,0,1,32.12,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.8,1388.45,0,0,2280.52,3668.97,2,3,14
3999-QGRJH,1,80,0,0,Ballico,95303,37.4695,-120.672724,0,8,0,1,14.89,1,1,2,20,1,1,1,1,1,1,1,2,0,1,0,69.7,560.85,0,0,119.12,679.97,0,2,19
3999-WRNGR,0,39,1,3,Soda Springs,95728,39.279068,-120.414275,2,60,0,0,0,0,1,0,51,1,2,1,1,2,2,2,2,0,1,0,49.75,3069.45,0,0,0,3069.45,2,3,14
4000-VGMQP,1,56,1,3,Pollock Pines,95726,38.733908,-120.453416,2,38,0,1,13.67,2,1,0,30,1,2,2,1,2,2,2,2,1,0,1,78.95,2862.55,0,0,519.46,3382.01,2,3,14
4001-TSBTV,0,49,1,2,Sacramento,95827,38.549185,-121.328386,5,58,2,1,40.74,1,1,2,17,1,2,2,1,2,1,1,2,0,1,0,91.55,5511.65,0,0,2362.92,7874.57,2,3,14
4002-BQWPQ,1,59,0,0,Crockett,94525,38.049292,-122.228415,0,25,0,1,25.2,2,1,0,23,2,2,2,2,1,2,2,2,0,0,0,81.75,2028.8,0,0,630,2658.8,2,3,14
4003-FUSHP,1,62,0,0,Santa Cruz,95060,36.993451,-122.098858,0,19,4,1,46.49,1,1,0,8,1,1,1,2,2,1,1,2,0,1,1,61.55,1093.2,0,0,883.31,1976.51,2,3,14
4003-OCTMP,0,55,1,0,Tracy,95376,37.680968,-121.446049,9,31,0,1,28.8,1,1,0,15,2,1,1,2,1,2,2,2,1,1,0,64,1910.75,0,0,892.8,2803.55,2,3,14
4006-HKYHO,1,24,0,0,Bakersfield,93311,35.16207,-119.194488,0,63,0,1,29.58,1,1,1,47,2,2,2,2,2,2,2,2,2,1,0,86.7,5309.5,0,0,1863.54,7173.04,2,3,14
4007-NHVHI,0,69,0,0,Rio Linda,95673,38.688764,-121.457596,0,56,0,1,46.67,2,1,2,18,2,2,1,1,1,2,2,2,2,1,0,96.85,5219.65,0,0,2613.52,7833.17,2,3,14
4009-ALQFH,0,35,0,0,Groveland,95321,37.902968,-119.667544,0,25,0,1,48.42,1,1,2,8,1,2,2,1,2,2,2,2,0,1,0,99.5,2369.05,19.5,0,1210.5,3560.05,0,1,5
4010-YLMVT,0,25,0,0,Yucaipa,92399,34.04597,-117.011825,0,56,2,1,24.77,2,1,2,51,2,2,1,1,2,2,2,2,0,1,1,106.6,5893.95,0,0,1387.12,7281.07,2,3,14
4011-ARPHK,1,59,0,0,Norwalk,90650,33.905963,-118.08263,0,27,0,1,18.51,1,1,1,9,2,1,1,1,1,1,1,1,0,0,1,50.35,1411.35,0,150,499.77,2061.12,2,3,14
4012-YCFAI,1,45,1,0,Riverside,92508,33.885499,-117.324959,5,60,0,1,22.22,1,1,1,16,2,2,1,2,1,1,1,2,2,1,1,61.35,3766.2,0,0,1333.2,5099.4,2,3,14
4012-ZTHBR,0,33,1,2,Kneeland,95549,40.664483,-123.865325,6,21,4,1,38.95,1,1,0,17,1,1,1,1,1,1,1,2,0,1,0,44.95,926.25,0,0,817.95,1744.2,2,3,14
4013-GUXND,1,37,0,0,Lancaster,93534,34.727529,-118.153098,0,1,5,1,48.14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.8,20.8,0,0,48.14,68.94,1,3,14
4013-TLDHQ,1,59,0,0,Berkeley,94704,37.871416,-122.246597,0,19,4,1,20.26,1,1,2,25,1,2,2,1,1,1,1,2,0,1,0,78.25,1490.95,0,0,384.94,1875.89,0,1,2
4013-UBXWQ,0,33,0,0,Fallbrook,92028,33.362575,-117.299644,0,7,5,1,48.82,2,1,0,19,1,1,1,2,2,2,2,2,0,1,0,74.65,521.1,28.35,0,341.74,834.49,0,1,3
4016-BJKTZ,0,20,0,0,San Jose,95136,37.270938,-121.851046,0,25,3,1,32.33,2,1,2,51,1,2,2,2,2,2,2,2,2,0,0,108.9,2809.05,0,0,808.25,3617.3,2,3,14
4018-KJYUY,1,43,0,2,Courtland,95615,38.311609,-121.554034,0,22,4,1,34.07,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.15,432.5,0,0,749.54,1182.04,2,3,14
4018-PPNDW,0,23,1,0,California City,93505,35.151491,-117.927597,9,61,2,1,13.35,2,0,3,0,0,0,0,0,0,0,0,0,2,1,1,24.1,1551.6,0,0,814.35,2365.95,2,3,14
4020-KIUDI,1,54,1,2,Los Angeles,90044,33.952714,-118.292061,8,6,5,1,23.73,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.85,138.85,0,0,142.38,281.23,2,3,14
4021-RQSNY,1,75,1,0,Moreno Valley,92555,33.907361,-117.109972,1,29,0,1,25.78,2,1,2,28,1,1,2,1,2,2,2,1,0,1,0,98.5,3004.15,37.55,40,747.62,3754.22,0,0,0
4023-RTIQM,0,72,1,0,Redcrest,95569,40.363446,-123.835041,10,31,3,0,0,0,1,1,21,2,2,2,1,1,2,1,2,1,1,1,50.4,1580.1,0,0,0,1580.1,2,3,14
4024-CSNBY,0,39,1,0,Mount Hamilton,95140,37.382909,-121.634151,8,72,0,1,11.02,2,1,2,17,2,2,2,2,1,1,1,1,2,1,0,94.25,6849.75,0,100,793.44,7743.19,2,3,14
4026-SKKHW,1,35,0,0,Dillon Beach,94929,38.24458,-122.956268,0,3,0,1,28.19,1,1,0,21,1,1,1,2,1,1,1,2,0,1,1,50.25,152.3,0,0,84.57,236.87,1,3,14
4029-HPFVY,1,35,0,0,San Francisco,94118,37.781304,-122.461522,0,3,0,1,9.74,1,1,2,27,1,1,1,1,1,1,1,2,0,1,1,70.3,220.4,0,0,29.22,249.62,1,3,14
4030-VPZBD,0,53,0,0,Comptche,95427,39.239818,-123.565432,0,2,0,0,0,0,1,1,18,1,1,1,2,1,1,1,2,0,1,0,30.9,59.05,0,0,0,59.05,0,2,15
4032-RMHCI,0,37,1,2,Fall River Mills,96028,41.017282,-121.468945,1,41,2,0,0,0,1,0,16,2,1,2,1,1,1,1,2,1,0,1,35.4,1412.4,0,0,0,1412.4,2,3,14
4039-HEUNW,1,77,1,0,Irvine,92620,33.716136,-117.752574,1,36,0,1,16.61,2,1,2,3,1,2,1,1,2,2,1,2,0,1,0,96.5,3436.1,0,0,597.96,4034.06,0,5,9
4039-PIMHX,1,74,1,0,San Diego,92102,32.716007,-117.117462,4,49,0,1,1.67,1,1,1,15,1,2,1,1,1,1,1,2,2,0,1,49.8,2398.4,0,0,81.83,2480.23,2,3,14
4043-MKDTV,1,54,1,0,Rancho Mirage,92270,33.763678,-116.429928,10,71,1,1,37.69,1,1,2,8,1,2,2,2,2,2,2,2,2,1,0,105.25,7291.75,0,0,2675.99,9967.74,2,3,14
4049-ZPALD,0,35,1,0,Forest Falls,92339,34.067699,-116.903891,7,64,2,1,35.92,1,1,2,11,2,1,2,1,2,2,2,2,2,1,0,99,6375.8,0,0,2298.88,8674.68,2,3,14
4054-CUMIA,0,29,1,1,San Miguel,93451,35.886767,-120.608661,10,18,4,1,35.44,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,20.25,401.95,0,0,637.92,1039.87,2,3,14
4056-QHXHZ,0,49,1,2,Goleta,93117,34.489983,-120.091246,6,72,1,1,2.71,2,1,2,20,2,1,2,2,2,2,2,2,2,0,1,107.45,7576.7,0,0,195.12,7771.82,2,3,14
4057-FKCZK,1,40,1,2,Prather,93651,37.007238,-119.505661,1,58,0,1,29.93,2,1,2,24,1,1,1,1,2,1,1,2,2,0,0,82.5,4828.05,0,0,1735.94,6563.99,2,3,14
4059-IIEBK,0,51,0,0,Ojai,93023,34.581308,-118.931948,0,7,0,1,40.76,2,1,2,16,1,2,1,1,1,1,1,2,0,1,0,78.55,522.95,47.19,0,285.32,761.08,2,3,14
4060-LDNLU,1,22,0,0,Diamond Bar,91765,33.992416,-117.807874,0,7,0,1,45.93,2,1,2,48,1,1,1,1,2,2,2,2,0,0,0,96.2,639.7,0,0,321.51,961.21,2,3,14
4061-UKJWL,1,35,0,0,San Francisco,94102,37.7795,-122.419233,0,3,0,1,20.37,1,1,0,17,1,1,1,1,1,1,1,2,0,0,1,45.45,141.7,0,0,61.11,202.81,1,3,14
4062-HBMOS,1,33,0,0,Redding,96003,40.677649,-122.29467,0,52,2,1,5.42,2,1,2,22,1,2,2,1,2,2,2,2,0,1,0,103.05,5364.8,46.67,0,281.84,5599.97,2,3,14
4063-EIKNQ,1,33,1,2,Canyon Country,91351,34.422519,-118.420717,1,11,0,1,15.73,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20.95,267.35,18.17,0,173.03,422.21,2,3,14
4065-JJAVA,0,56,0,0,Oakland,94605,37.758019,-122.138678,0,1,0,1,16.99,1,1,1,8,1,2,1,1,1,1,1,1,0,0,0,49.5,49.5,0,30,16.99,96.49,1,3,14
4067-HLYQI,0,43,0,0,Colton,92324,34.030915,-117.273201,0,33,0,1,49.45,1,1,2,19,1,1,1,1,1,1,1,1,0,1,0,70.4,2406.1,0,60,1631.85,4097.95,2,3,14
4070-OKWVH,0,60,1,0,Mira Loma,91752,33.999992,-117.535395,0,52,2,1,29.23,2,1,2,30,1,2,2,1,2,1,1,2,0,0,0,94.6,5025.8,0,0,1519.96,6545.76,2,3,14
4072-IPYLT,0,32,1,2,Randsburg,93554,35.405722,-117.773354,3,36,0,1,19.73,1,1,1,19,2,1,1,1,1,1,1,2,0,0,1,51.05,1815,0,0,710.28,2525.28,2,3,14
4074-SJFFA,0,44,0,0,San Francisco,94122,37.760412,-122.484966,0,1,0,1,13.01,1,1,1,12,1,1,1,1,1,2,2,2,0,1,2,54.75,54.75,0,0,13.01,67.76,0,2,15
4075-JFPGR,0,27,1,0,Rancho Cucamonga,91730,34.10097,-117.57882,2,51,2,1,21.07,1,1,2,46,2,2,2,1,2,1,1,2,1,1,0,93.5,4619.55,0,0,1074.57,5694.12,2,3,14
4075-WKNIU,0,25,1,3,Bell,90201,33.970343,-118.171368,6,10,5,1,5.59,2,1,1,59,1,2,2,2,2,1,1,2,2,0,1,73.35,733.5,0,0,55.9,789.4,2,3,14
4077-CROMM,0,51,1,0,Modesto,95350,37.671806,-121.007575,4,31,0,1,3.73,2,1,2,13,1,1,2,2,2,2,2,2,0,1,0,104.2,3243.45,17.01,0,115.63,3342.07,0,2,19
4077-HWUYD,1,59,1,3,Modesto,95354,37.639029,-120.964772,1,72,0,1,44.61,2,1,1,53,2,2,2,2,2,2,2,2,2,1,0,-7,6463.15,0,0,3211.92,9675.07,2,3,14
4078-SAYYN,0,45,0,0,Burbank,91502,34.177267,-118.31003,0,11,0,1,48.64,2,1,2,28,1,1,2,1,2,2,2,2,0,1,0,100.75,1129.75,0,0,535.04,1664.79,0,5,12
4079-ULGFR,1,22,0,0,Paicines,95043,36.525703,-120.952122,0,16,4,1,4.13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20,275.7,0,0,66.08,341.78,2,3,14
4079-VTGLK,1,77,1,0,Riverside,92501,33.994676,-117.372498,7,30,0,1,40.5,2,1,1,8,1,1,2,1,2,2,1,2,2,0,0,74.85,2181.75,0,0,1215,3396.75,2,3,14
4079-WWQQQ,1,45,0,0,San Francisco,94116,37.74441,-122.486764,0,72,0,0,0,0,1,0,10,2,2,2,2,2,2,2,2,2,1,0,65.55,4807.45,0,0,0,4807.45,2,3,14
4080-IIARD,0,42,1,0,Los Angeles,90047,33.958149,-118.308441,1,13,4,1,11.79,2,1,1,29,2,2,1,2,2,1,1,2,0,1,0,76.2,981.45,0,0,153.27,1134.72,2,3,14
4080-OGPJL,0,53,0,0,San Pedro,90731,33.736387,-118.284363,0,8,5,1,48.14,2,1,1,18,2,1,1,2,1,2,2,2,0,0,0,71.15,563.65,0,0,385.12,948.77,0,4,7
4081-DYXAV,0,27,0,0,San Jose,95125,37.294926,-121.894763,0,19,0,0,0,0,1,1,48,1,1,1,1,2,2,2,2,1,1,1,44.85,893.55,0,0,0,893.55,0,1,4
4083-BFNYK,0,74,1,0,Acton,93510,34.501452,-118.207862,1,38,0,1,49.82,2,1,2,27,2,2,1,1,1,2,2,1,1,0,1,95,3591.25,0,70,1893.16,5554.41,2,3,14
4083-EUGRJ,1,37,0,0,Oceanside,92057,33.254497,-117.285879,0,9,0,1,8.91,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.25,178.5,0,0,80.19,258.69,0,0,1
4086-ATNFV,0,34,1,1,Hawaiian Gardens,90716,33.830431,-118.074071,7,34,3,1,49.58,1,1,0,16,2,2,2,1,1,1,1,2,1,1,2,60.8,2042.05,0,0,1685.72,3727.77,2,3,14
4086-WITJG,1,53,1,1,Los Angeles,90007,34.027337,-118.28515,8,71,1,1,14.86,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.7,1301.1,0,0,1055.06,2356.16,2,3,14
4086-YQSNZ,0,74,1,0,Glencoe,95232,38.358464,-120.579304,1,3,5,1,3.29,1,1,2,9,1,1,1,1,2,1,1,2,0,1,0,80.4,224.05,0,0,9.87,233.92,0,0,0
4088-YLDSU,1,21,1,0,Redwood City,94062,37.410567,-122.297152,1,55,2,1,10.61,2,1,2,76,1,1,2,2,2,2,2,2,1,1,0,104.15,5743.05,0,0,583.55,6326.6,0,1,2
4090-KPJIP,0,42,0,0,Anaheim,92806,33.83796,-117.870494,0,3,5,1,1.64,2,1,2,8,1,1,1,1,1,1,1,2,0,1,0,74.95,212.4,27.6,0,4.92,189.72,1,3,14
4091-TVOCN,1,51,0,0,Potrero,91963,32.619465,-116.593605,0,48,2,1,2.53,2,1,0,6,2,1,2,1,2,2,2,1,1,1,1,78.75,3682.45,0,40,121.44,3843.89,2,3,14
4092-OFQZS,1,27,1,0,Manhattan Beach,90266,33.889632,-118.39737,8,20,4,1,46.47,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,20.65,417.5,0,0,929.4,1346.9,2,3,14
4094-NSEDU,0,79,0,0,Temecula,92592,33.507255,-117.029473,0,21,0,1,21.15,2,1,2,9,1,1,1,1,2,2,1,2,0,1,0,94.25,1973.75,0,0,444.15,2417.9,0,1,3
4097-YODCF,1,35,0,1,Fawnskin,92333,34.274846,-116.937581,0,34,3,1,4.28,2,1,2,16,2,2,1,1,2,2,2,2,1,1,0,103.8,3470.8,0,0,145.52,3616.32,2,3,14
4098-NAUKP,1,70,1,1,Oceano,93445,35.059695,-120.604741,1,68,1,1,20.31,2,1,2,13,1,2,2,1,1,1,1,2,2,1,0,84.65,5683.6,0,0,1381.08,7064.68,2,3,14
4102-HLENU,0,51,1,0,Auburn,95603,38.912881,-121.082766,5,67,0,1,22.83,2,1,0,22,2,2,2,1,1,1,1,2,2,0,1,65.65,4322.85,0,0,1529.61,5852.46,2,3,14
4102-OQUPX,1,67,1,0,Sheep Ranch,95250,38.244806,-120.417301,1,1,0,1,17.36,2,1,2,29,1,1,1,1,1,1,1,1,0,1,0,74.4,74.4,0,30,17.36,121.76,0,1,3
4104-PVRPS,1,56,1,0,Rialto,92376,34.109775,-117.378904,7,24,3,1,1.02,1,1,0,3,2,1,1,2,1,1,1,1,0,0,2,53.6,1315.35,0,120,24.48,1459.83,2,3,14
4106-HADHQ,1,42,1,0,Emigrant Gap,95715,39.23754,-120.720196,1,39,0,1,35.7,1,1,1,9,2,1,2,2,2,2,2,2,1,0,1,80,3182.95,0,0,1392.3,4575.25,0,4,13
4109-CYRBD,1,77,1,0,Menifee,92584,33.653338,-117.178271,1,29,3,1,37.65,2,1,1,9,1,1,1,1,1,1,1,2,1,1,0,51.6,1442,0,0,1091.85,2533.85,2,3,14
4110-PFEUZ,0,54,0,0,Daggett,92327,34.875144,-116.821698,0,1,5,1,29.78,1,1,2,13,1,1,1,1,1,1,1,2,0,0,1,69.55,69.55,0,0,29.78,99.33,0,1,2
4111-BNXIF,0,19,1,0,Rancho Cucamonga,91739,34.133809,-117.523724,1,67,0,0,0,0,1,1,52,1,2,2,2,2,2,2,2,2,1,0,59.55,4103.9,0,0,0,4103.9,2,3,14
4112-LUEIZ,1,55,0,0,La Palma,90623,33.850504,-118.039892,0,10,4,1,12.78,1,1,2,2,1,1,1,1,2,2,2,2,0,1,0,89.5,863.1,0,0,127.8,990.9,0,0,1
4114-QMKVN,0,25,1,1,Surfside,90743,33.728273,-118.085304,7,56,0,1,7.31,2,1,1,76,2,2,1,1,1,2,2,1,1,0,0,68.75,3815.4,0,110,409.36,4334.76,2,3,14
4115-BNPJY,1,60,1,0,National City,91950,32.67102,-117.095235,7,29,0,1,32.46,1,1,1,7,1,1,2,2,2,2,2,2,2,0,1,75.55,2054.4,0,0,941.34,2995.74,2,3,14
4115-NZRKS,0,72,0,0,San Diego,92102,32.716007,-117.117462,0,7,0,1,16.36,1,1,2,28,1,1,1,1,2,2,1,2,1,1,0,89.15,574.35,0,0,114.52,688.87,2,3,14
4115-UMJFQ,1,37,0,0,West Hills,91307,34.199787,-118.68493,0,69,0,0,0,0,1,1,19,1,2,2,1,1,1,1,1,1,1,0,35.75,2492.25,0,150,0,2642.25,2,3,14
4116-IQRFR,1,55,1,2,Cressey,95312,37.420273,-120.66527,1,4,5,1,16.68,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,24.1,73.1,0,0,66.72,139.82,2,3,14
4116-TZAQJ,0,23,0,0,Culver City,90230,33.993991,-118.39704,0,9,0,1,13.86,1,1,2,76,2,1,1,1,1,1,2,2,0,1,1,74.25,639.65,0,0,124.74,764.39,0,0,1
4118-CEVPF,0,74,0,0,Redwood City,94062,37.410567,-122.297152,0,35,0,1,32.92,2,1,2,22,2,2,2,2,2,2,2,1,1,1,0,110.8,3836.3,0,110,1152.2,5098.5,2,3,14
4119-ZYPZY,1,67,0,0,Glendale,91204,34.136306,-118.26036,0,71,0,1,34.8,2,1,2,21,1,2,1,2,2,2,1,2,2,1,0,106.8,7623.2,0,0,2470.8,10094,2,3,14
4121-AGSIN,0,44,1,0,Ben Lomond,95005,37.078873,-122.090386,9,58,0,1,36.45,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,24.5,1497.9,9.22,0,2114.1,3602.78,2,3,14
4123-DVHPH,1,49,1,0,Orinda,94563,37.873916,-122.20522,3,9,0,1,22.41,2,1,2,21,2,1,1,1,1,2,2,2,0,1,0,88.05,801.3,0,0,201.69,1002.99,2,3,14
4123-FCVCB,0,23,0,0,Pinon Hills,92372,34.459322,-117.629729,0,12,4,1,49.25,2,1,1,47,1,1,1,2,2,2,2,2,1,1,1,75.85,854.45,0,0,591,1445.45,2,3,14
4124-MMETB,1,52,0,0,Lockwood,93932,35.989792,-121.055933,0,22,0,1,46.28,2,1,2,16,1,1,1,1,2,2,2,1,0,1,1,94.65,2104.55,0,40,1018.16,3162.71,0,1,4
4128-ETESU,0,73,1,0,Pasadena,91101,34.146635,-118.139225,3,47,0,1,2.98,2,1,2,7,1,1,2,1,2,2,2,1,0,0,0,-5,4747.2,0,140,140.06,5027.26,2,3,14
4129-LYCOI,0,28,0,1,Guinda,95637,38.830739,-122.196202,0,67,0,1,12.54,2,1,2,59,1,2,1,2,2,2,2,2,2,1,0,104,7039.05,0,0,840.18,7879.23,2,3,14
4130-MZLCC,0,24,0,0,Temple City,91780,34.101608,-118.055848,0,5,0,1,43.02,1,1,1,42,1,2,1,1,1,1,1,2,0,0,0,50.55,244.75,0,0,215.1,459.85,2,3,14
4132-KALRO,0,31,0,0,Davis Creek,96108,41.750354,-120.403885,0,4,5,1,7.94,2,1,2,3,1,1,1,2,2,2,2,1,0,1,1,100.85,399.25,0,10,31.76,441.01,2,3,14
4132-POCZS,1,47,1,0,West Point,95255,38.41935,-120.469545,1,52,0,0,0,0,1,1,26,2,1,1,1,1,2,2,2,0,1,0,39.9,2020.9,0,0,0,2020.9,2,3,14
4134-BSXLX,1,32,1,0,Riverside,92507,33.976328,-117.319786,7,28,3,1,28.86,1,1,0,24,2,2,1,2,1,1,1,2,0,0,2,60.9,1785.65,0,0,808.08,2593.73,2,3,14
4135-FRWKJ,0,66,1,1,Santa Monica,90404,34.026334,-118.474222,1,55,0,1,34.57,2,1,0,19,2,1,2,2,2,1,1,2,1,0,0,76.25,4154.55,0,0,1901.35,6055.9,2,3,14
4137-BTIKL,1,55,0,0,Daggett,92327,34.875144,-116.821698,0,2,5,1,27.17,2,1,2,23,2,1,1,1,1,2,2,2,0,0,1,90.75,174.75,0,0,54.34,229.09,1,3,14
4137-JOPHL,0,63,0,0,Inglewood,90302,33.975332,-118.355252,0,50,2,1,29.8,1,1,2,26,1,1,2,2,1,2,2,2,2,1,0,89.7,4304.5,0,0,1490,5794.5,2,3,14
4138-NAXED,1,54,0,0,Joshua Tree,92252,34.167236,-116.281511,0,51,0,1,42.93,2,1,2,11,1,2,1,1,1,1,1,1,0,0,0,81,4085.75,0,10,2189.43,6285.18,2,3,14
4139-DETXS,0,53,1,0,Needles,92363,34.711224,-114.702256,0,72,1,0,0,0,1,1,6,2,2,2,2,2,2,2,2,2,0,0,64.45,4528,0,0,0,4528,2,3,14
4139-JPIAM,1,31,0,0,Geyserville,95441,38.731771,-123.064272,0,51,0,0,0,0,1,1,2,2,1,1,2,1,2,2,2,0,1,1,44.45,2181.55,0,0,0,2181.55,2,3,14
4139-SUGLD,1,41,1,3,Santa Clara,95054,37.393554,-121.965114,1,31,0,0,0,0,1,1,23,2,1,1,2,1,1,1,2,0,0,0,35.4,1077.5,0,0,0,1077.5,0,0,0
4140-MUHUG,0,73,0,0,Oak View,93022,34.404544,-119.302118,0,3,0,1,18.38,1,1,2,20,1,1,2,1,2,1,1,2,0,1,0,86.85,220.95,0,0,55.14,276.09,0,0,0
4140-WJAWW,0,57,0,0,Los Angeles,90071,34.052917,-118.255178,0,5,0,1,6.17,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.85,108.05,0,0,30.85,138.9,0,5,12
4143-HHPMK,1,46,0,0,Mission Hills,91345,34.266389,-118.459744,0,52,0,1,48.13,1,1,2,12,1,2,1,1,1,2,2,1,0,1,0,85.35,4338.6,0,90,2502.76,6931.36,0,0,1
4143-OOBWZ,1,33,1,0,Fresno,93726,36.793601,-119.761131,0,5,5,1,25.11,2,1,2,26,1,2,1,1,1,1,1,2,0,1,0,81.3,416.3,0,0,125.55,541.85,0,0,0
4145-UQXUQ,0,71,0,0,Berkeley,94710,37.872902,-122.303708,0,8,5,1,42.93,1,1,2,9,1,1,2,1,2,2,1,2,0,1,0,92.1,729.95,0,0,343.44,1073.39,0,1,2
4146-SVFUD,1,45,0,0,Modesto,95351,37.621458,-121.012295,0,1,0,1,45.28,1,1,1,2,1,1,1,1,1,1,1,2,0,0,2,44.6,44.6,0,0,45.28,89.88,1,3,14
4154-AQUGT,1,76,1,0,San Diego,92130,32.957195,-117.202542,1,13,4,1,1.47,1,1,2,5,1,2,1,2,1,2,1,2,0,1,0,89.05,1169.35,0,0,19.11,1188.46,0,1,3
4159-NAAIX,0,24,0,0,Saratoga,95070,37.257772,-122.051824,0,63,0,1,37.76,2,1,2,48,1,2,1,1,2,2,2,2,2,0,0,97.45,6253,0,0,2378.88,8631.88,2,3,14
4160-AMJTL,0,74,0,0,Fellows,93224,35.215731,-119.57013,0,8,0,1,27.95,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-5,164.3,0,0,223.6,387.9,0,0,1
4163-HFTUK,1,34,0,0,Oxnard,93033,34.156629,-119.117218,0,51,2,1,29.33,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.1,1007.8,0,0,1495.83,2503.63,2,3,14
4163-KIUHY,1,21,0,0,Los Angeles,90006,34.048013,-118.293953,0,35,0,1,39.84,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,25.6,901.25,0,0,1394.4,2295.65,2,3,14
4163-NCJAK,0,55,1,0,Palm Desert,92260,33.694501,-116.412711,9,46,2,1,35.46,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,24.45,1066.15,0,0,1631.16,2697.31,2,3,14
4174-LPGTI,0,49,1,0,Beaumont,92223,33.946982,-116.977672,1,41,0,1,32.02,1,1,1,28,1,2,1,2,1,2,2,2,1,1,0,66.5,2728.6,0,0,1312.82,4041.42,0,4,13
4176-FXYBO,1,35,1,0,Whittier,90603,33.945318,-117.992066,9,54,2,1,49.9,2,1,2,29,2,2,2,1,2,2,2,2,0,0,0,109.55,6118.95,0,0,2694.6,8813.55,2,3,14
4176-RELJR,1,73,0,0,Elmira,95625,38.349195,-121.902943,0,67,0,1,14.69,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,25.1,1672.15,0,0,984.23,2656.38,2,3,14
4177-JPDFU,1,35,0,0,Redcrest,95569,40.363446,-123.835041,0,12,4,0,0,0,1,0,6,1,2,1,2,1,1,1,2,0,0,1,34,442.45,0,0,0,442.45,2,3,14
4178-EGMON,1,30,1,0,Prather,93651,37.007238,-119.505661,9,70,0,1,9.28,2,1,2,51,2,2,1,2,1,1,1,2,2,1,1,88,5986.45,0,0,649.6,6636.05,2,3,14
4182-BGSIQ,0,46,1,1,Durham,95938,39.607831,-121.777959,6,10,4,1,19.05,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,19.8,196.75,0,0,190.5,387.25,2,3,14
4183-MYFRB,0,30,0,0,Los Angeles,90021,34.029043,-118.239504,0,21,4,1,6.49,1,1,2,73,1,2,2,1,1,2,2,1,0,1,0,90.05,1862.9,0,30,136.29,2029.19,2,3,14
